Date,State,City,Amount,Profit,Quantity,Category,Sub-Category,Region,Month,Year
2018-09-24,Maharashtra,Mumbai,78.0,-64.0,7,Clothing,Stole,West,September,2018
2018-09-24,Maharashtra,Mumbai,632.0,-316.0,6,Clothing,Saree,West,September,2018
2018-09-24,Maharashtra,Mumbai,559.0,-19.0,2,Clothing,Trousers,West,September,2018
2018-09-24,Maharashtra,Mumbai,148.0,0.0,3,Clothing,Saree,West,September,2018
2018-09-30,Madhya Pradesh,Indore,976.0,293.0,4,Electronics,Accessories,Central,September,2018
2018-09-30,Madhya Pradesh,Indore,148.0,-101.0,2,Furniture,Bookcases,Central,September,2018
2018-09-30,Madhya Pradesh,Indore,413.0,-314.0,9,Furniture,Chairs,Central,September,2018
2018-09-30,Madhya Pradesh,Indore,89.0,-4.0,5,Clothing,Saree,Central,September,2018
2018-09-30,Madhya Pradesh,Indore,1630.0,-802.0,5,Furniture,Tables,Central,September,2018
2018-09-30,Madhya Pradesh,Indore,31.0,1.0,2,Clothing,Hankerchief,Central,September,2018
2018-01-10,Andhra Pradesh,Hyderabad,379.0,63.0,2,Clothing,Saree,South,January,2018
2018-01-10,Andhra Pradesh,Hyderabad,448.0,148.0,2,Electronics,Printers,South,January,2018
2018-01-10,Andhra Pradesh,Hyderabad,2830.0,-1981.0,13,Furniture,Bookcases,South,January,2018
2018-01-10,Andhra Pradesh,Hyderabad,47.0,-3.0,2,Clothing,Stole,South,January,2018
2018-01-10,Andhra Pradesh,Hyderabad,38.0,-13.0,3,Clothing,Stole,South,January,2018
2018-01-10,Andhra Pradesh,Hyderabad,61.0,-50.0,4,Clothing,Hankerchief,South,January,2018
2018-01-10,Gujarat,Ahmedabad,205.0,-119.0,3,Clothing,Saree,West,January,2018
2018-01-10,Gujarat,Ahmedabad,47.0,-27.0,4,Clothing,Saree,West,January,2018
2018-01-10,Gujarat,Ahmedabad,45.0,-15.0,2,Furniture,Chairs,West,January,2018
2018-01-10,Gujarat,Ahmedabad,70.0,-64.0,5,Clothing,Stole,West,January,2018
2018-01-10,Maharashtra,Pune,122.0,-66.0,9,Electronics,Accessories,West,January,2018
2018-01-10,Maharashtra,Pune,21.0,-6.0,3,Clothing,Leggings,West,January,2018
2018-01-10,Maharashtra,Pune,45.0,12.0,7,Clothing,Hankerchief,West,January,2018
2018-01-10,Madhya Pradesh,Bhopal,64.0,6.0,4,Clothing,Saree,Central,January,2018
2018-01-10,Madhya Pradesh,Bhopal,49.0,-31.0,2,Clothing,Stole,Central,January,2018
2018-01-10,Madhya Pradesh,Bhopal,21.0,-10.0,4,Clothing,Leggings,Central,January,2018
2018-01-10,Madhya Pradesh,Bhopal,15.0,-2.0,1,Clothing,T-shirt,Central,January,2018
2018-05-10,Maharashtra,Mumbai,27.0,-7.0,5,Clothing,Saree,West,May,2018
2018-05-10,Maharashtra,Mumbai,633.0,-633.0,11,Electronics,Accessories,West,May,2018
2018-05-10,Maharashtra,Mumbai,13.0,-9.0,2,Clothing,Skirt,West,May,2018
2018-05-10,Maharashtra,Mumbai,23.0,-3.0,1,Clothing,Shirt,West,May,2018
2018-05-10,Maharashtra,Mumbai,95.0,5.0,2,Clothing,Stole,West,May,2018
2018-05-10,Madhya Pradesh,Indore,106.0,12.0,3,Clothing,Trousers,Central,May,2018
2018-05-10,Madhya Pradesh,Indore,269.0,91.0,1,Electronics,Electronic Games,Central,May,2018
2018-05-10,Madhya Pradesh,Indore,536.0,91.0,1,Clothing,Trousers,Central,May,2018
2018-05-10,Madhya Pradesh,Indore,137.0,5.0,5,Clothing,Shirt,Central,May,2018
2018-05-10,Madhya Pradesh,Indore,757.0,371.0,2,Electronics,Printers,Central,May,2018
2018-05-10,Madhya Pradesh,Indore,511.0,194.0,3,Furniture,Chairs,Central,May,2018
2018-05-10,Madhya Pradesh,Indore,185.0,48.0,4,Clothing,Stole,Central,May,2018
2018-05-10,Madhya Pradesh,Indore,765.0,8.0,6,Clothing,Saree,Central,May,2018
2018-05-10,Karnataka,Bangalore,156.0,36.0,5,Clothing,T-shirt,South,May,2018
2018-05-10,Karnataka,Bangalore,321.0,26.0,3,Electronics,Printers,South,May,2018
2018-05-10,Maharashtra,Mumbai,112.0,15.0,2,Furniture,Chairs,West,May,2018
2018-06-10,Madhya Pradesh,Indore,632.0,-114.0,4,Furniture,Tables,Central,June,2018
2018-07-10,Uttar Pradesh,Lucknow,16.0,6.0,1,Clothing,Stole,North,July,2018
2018-08-10,Bihar,Patna,63.0,17.0,6,Clothing,Leggings,East,August,2018
2018-08-10,Bihar,Patna,146.0,-63.0,3,Electronics,Electronic Games,East,August,2018
2018-08-10,Bihar,Patna,59.0,21.0,2,Clothing,Stole,East,August,2018
2018-08-10,Bihar,Patna,210.0,50.0,4,Clothing,Hankerchief,East,August,2018
2018-09-10,Kerala,Thiruvananthapuram,154.0,54.0,3,Clothing,Hankerchief,South,September,2018
2018-09-10,Kerala,Thiruvananthapuram,53.0,24.0,1,Clothing,Hankerchief,South,September,2018
2018-10-10,Punjab,Chandigarh,26.0,10.0,4,Clothing,Hankerchief,North,october,2018
2018-10-10,Punjab,Chandigarh,1120.0,199.0,6,Clothing,Saree,North,october,2018
2018-10-10,Punjab,Chandigarh,45.0,6.0,3,Clothing,Shirt,North,october,2018
2018-10-10,Punjab,Chandigarh,307.0,74.0,3,Electronics,Accessories,North,october,2018
2018-10-10,Punjab,Chandigarh,92.0,42.0,2,Clothing,Stole,North,october,2018
2018-10-10,Punjab,Chandigarh,29.0,8.0,5,Clothing,Hankerchief,North,october,2018
2018-10-10,Maharashtra,Mumbai,126.0,52.0,4,Clothing,Hankerchief,West,october,2018
2018-10-10,Madhya Pradesh,Indore,259.0,47.0,5,Clothing,Hankerchief,Central,october,2018
2018-10-10,Maharashtra,Mumbai,911.0,202.0,7,Furniture,Chairs,West,october,2018
2018-10-10,Madhya Pradesh,Indore,118.0,35.0,7,Clothing,T-shirt,Central,october,2018
2018-10-10,Madhya Pradesh,Indore,462.0,169.0,4,Clothing,Saree,Central,october,2018
2018-10-10,Nagaland,Kohima,35.0,14.0,2,Clothing,Stole,East,october,2018
2018-12-10,Andhra Pradesh,Hyderabad,391.0,113.0,8,Clothing,Stole,South,December,2018
2018-10-13,Maharashtra,Mumbai,743.0,89.0,5,Electronics,Printers,West,october,2018
2018-10-14,Madhya Pradesh,Indore,75.0,28.0,9,Clothing,Hankerchief,Central,october,2018
2018-10-14,Madhya Pradesh,Indore,36.0,0.0,4,Clothing,Kurti,Central,october,2018
2018-10-14,Madhya Pradesh,Indore,32.0,11.0,2,Clothing,Leggings,Central,october,2018
2018-10-14,Madhya Pradesh,Indore,94.0,20.0,2,Furniture,Furnishings,Central,october,2018
2018-10-14,Madhya Pradesh,Indore,28.0,14.0,4,Clothing,Hankerchief,Central,october,2018
2018-10-15,Madhya Pradesh,Bhopal,417.0,49.0,3,Electronics,Electronic Games,Central,october,2018
2018-10-16,Rajasthan,Jaipur,119.0,1.0,1,Furniture,Chairs,West,october,2018
2018-10-16,West Bengal,Kolkata,60.0,21.0,4,Clothing,Stole,East,october,2018
2018-10-16,West Bengal,Kolkata,17.0,0.0,1,Clothing,Hankerchief,East,october,2018
2018-10-16,West Bengal,Kolkata,125.0,0.0,3,Electronics,Accessories,East,october,2018
2018-10-18,Karnataka,Bangalore,34.0,13.0,2,Clothing,Saree,South,october,2018
2018-10-18,Maharashtra,Mumbai,2103.0,322.0,8,Electronics,Electronic Games,West,october,2018
2018-10-18,Maharashtra,Mumbai,104.0,2.0,2,Furniture,Furnishings,West,october,2018
2018-10-18,Maharashtra,Mumbai,59.0,6.0,1,Electronics,Accessories,West,october,2018
2018-10-18,Maharashtra,Mumbai,103.0,50.0,2,Furniture,Furnishings,West,october,2018
2018-10-20,Madhya Pradesh,Indore,101.0,38.0,2,Furniture,Furnishings,Central,october,2018
2018-10-21,Madhya Pradesh,Indore,911.0,355.0,5,Electronics,Phones,Central,october,2018
2018-10-21,Madhya Pradesh,Indore,115.0,25.0,6,Clothing,Stole,Central,october,2018
2018-10-21,Madhya Pradesh,Indore,140.0,6.0,5,Clothing,Saree,Central,october,2018
2018-10-22,Maharashtra,Mumbai,637.0,261.0,2,Electronics,Printers,West,october,2018
2018-10-23,Madhya Pradesh,Indore,156.0,21.0,3,Furniture,Chairs,Central,october,2018
2018-10-24,Punjab,Chandigarh,537.0,107.0,3,Clothing,Saree,North,october,2018
2018-10-24,Punjab,Chandigarh,15.0,2.0,1,Clothing,Leggings,North,october,2018
2018-10-24,Punjab,Chandigarh,128.0,-3.0,3,Clothing,Saree,North,october,2018
2018-10-24,Punjab,Chandigarh,222.0,35.0,5,Clothing,Saree,North,october,2018
2018-10-25,Haryana,Chandigarh,345.0,38.0,7,Clothing,Hankerchief,North,october,2018
2018-10-26,Himachal Pradesh,Simla,41.0,11.0,6,Clothing,Hankerchief,North,october,2018
2018-10-26,Himachal Pradesh,Simla,54.0,1.0,2,Clothing,Saree,North,october,2018
2018-10-26,Himachal Pradesh,Simla,71.0,0.0,8,Clothing,Skirt,North,october,2018
2018-10-26,Himachal Pradesh,Simla,93.0,15.0,2,Electronics,Accessories,North,october,2018
2018-10-26,Himachal Pradesh,Simla,1063.0,64.0,7,Electronics,Phones,North,october,2018
2018-10-26,Himachal Pradesh,Simla,1954.0,782.0,3,Electronics,Phones,North,october,2018
2018-10-27,Sikkim,Gangtok,693.0,254.0,6,Clothing,Saree,East,october,2018
2018-10-28,Maharashtra,Mumbai,504.0,116.0,3,Furniture,Bookcases,West,october,2018
2018-10-29,Madhya Pradesh,Indore,64.0,27.0,5,Clothing,Hankerchief,Central,october,2018
2018-10-29,Madhya Pradesh,Indore,36.0,4.0,9,Clothing,Hankerchief,Central,october,2018
2018-10-29,Madhya Pradesh,Indore,45.0,16.0,3,Clothing,Stole,Central,october,2018
2018-10-29,Andhra Pradesh,Hyderabad,16.0,5.0,1,Clothing,Stole,South,october,2018
2018-10-29,Gujarat,Ahmedabad,52.0,11.0,5,Clothing,Leggings,West,october,2018
2018-10-29,Gujarat,Ahmedabad,27.0,2.0,2,Clothing,Leggings,West,october,2018
2018-10-29,Gujarat,Ahmedabad,155.0,26.0,3,Clothing,Stole,West,october,2018
2018-10-29,Maharashtra,Pune,1298.0,65.0,9,Electronics,Printers,West,october,2018
2018-10-29,Maharashtra,Mumbai,263.0,50.0,5,Clothing,Stole,West,october,2018
2018-10-29,Madhya Pradesh,Indore,70.0,26.0,5,Clothing,Hankerchief,Central,october,2018
2018-10-29,Madhya Pradesh,Indore,81.0,19.0,7,Clothing,Hankerchief,Central,october,2018
2018-10-29,Madhya Pradesh,Indore,955.0,305.0,3,Electronics,Printers,Central,october,2018
2018-10-29,Madhya Pradesh,Indore,161.0,40.0,3,Clothing,Stole,Central,october,2018
2018-10-30,West Bengal,Kolkata,1250.0,486.0,7,Clothing,Saree,East,october,2018
2018-10-31,Karnataka,Bangalore,246.0,61.0,2,Furniture,Bookcases,South,october,2018
2018-10-31,Karnataka,Bangalore,298.0,74.0,2,Furniture,Bookcases,South,october,2018
2018-10-31,Karnataka,Bangalore,262.0,64.0,6,Clothing,Saree,South,october,2018
2018-01-11,Maharashtra,Mumbai,22.0,11.0,2,Clothing,Skirt,West,January,2018
2018-02-11,Madhya Pradesh,Indore,1543.0,370.0,8,Electronics,Printers,Central,February,2018
2018-03-11,Maharashtra,Mumbai,50.0,7.0,6,Clothing,Skirt,West,March,2018
2018-03-11,Maharashtra,Mumbai,214.0,30.0,3,Electronics,Accessories,West,March,2018
2018-03-11,Maharashtra,Mumbai,255.0,74.0,5,Clothing,Hankerchief,West,March,2018
2018-03-11,Maharashtra,Mumbai,18.0,6.0,3,Clothing,Hankerchief,West,March,2018
2018-03-11,Maharashtra,Mumbai,45.0,0.0,2,Clothing,Stole,West,March,2018
2018-03-11,Madhya Pradesh,Indore,86.0,8.0,2,Clothing,Saree,Central,March,2018
2018-03-11,Kerala,Thiruvananthapuram,274.0,-7.0,4,Electronics,Phones,South,March,2018
2018-03-11,Kerala,Thiruvananthapuram,82.0,33.0,4,Clothing,Kurti,South,March,2018
2018-03-11,Kerala,Thiruvananthapuram,757.0,371.0,2,Electronics,Printers,South,March,2018
2018-03-11,Kerala,Thiruvananthapuram,132.0,54.0,5,Clothing,Stole,South,March,2018
2018-03-11,Punjab,Chandigarh,94.0,7.0,7,Clothing,Leggings,North,March,2018
2018-03-11,Haryana,Chandigarh,643.0,225.0,2,Electronics,Printers,North,March,2018
2018-03-11,Haryana,Chandigarh,264.0,71.0,10,Furniture,Furnishings,North,March,2018
2018-03-11,Himachal Pradesh,Simla,147.0,21.0,3,Furniture,Furnishings,North,March,2018
2018-03-11,Himachal Pradesh,Simla,16.0,8.0,2,Clothing,Hankerchief,North,March,2018
2018-03-11,Himachal Pradesh,Simla,648.0,50.0,6,Electronics,Electronic Games,North,March,2018
2018-04-11,Sikkim,Gangtok,336.0,123.0,3,Electronics,Phones,East,April,2018
2018-05-11,Goa,Goa,45.0,1.0,3,Clothing,T-shirt,West,May,2018
2018-05-11,Goa,Goa,93.0,-1.0,2,Clothing,Hankerchief,West,May,2018
2018-05-11,Goa,Goa,52.0,18.0,5,Clothing,Leggings,West,May,2018
2018-05-11,Goa,Goa,148.0,24.0,3,Clothing,Stole,West,May,2018
2018-05-11,Goa,Goa,24.0,1.0,4,Clothing,Hankerchief,West,May,2018
2018-05-11,Goa,Goa,513.0,215.0,2,Electronics,Accessories,West,May,2018
2018-05-11,Goa,Goa,117.0,36.0,2,Clothing,Trousers,West,May,2018
2018-05-11,Goa,Goa,916.0,192.0,11,Electronics,Phones,West,May,2018
2018-05-11,Goa,Goa,485.0,199.0,4,Clothing,Saree,West,May,2018
2018-06-11,Nagaland,Kohima,10.0,2.0,2,Clothing,Hankerchief,East,June,2018
2018-06-11,Nagaland,Kohima,300.0,42.0,2,Electronics,Printers,East,June,2018
2018-06-11,Nagaland,Kohima,57.0,27.0,2,Clothing,T-shirt,East,June,2018
2018-06-11,Nagaland,Kohima,103.0,46.0,2,Clothing,Saree,East,June,2018
2018-06-11,Nagaland,Kohima,336.0,71.0,3,Furniture,Bookcases,East,June,2018
2018-06-11,Nagaland,Kohima,53.0,24.0,6,Clothing,Hankerchief,East,June,2018
2018-06-11,Nagaland,Kohima,90.0,29.0,5,Clothing,T-shirt,East,June,2018
2018-06-11,Nagaland,Kohima,62.0,1.0,3,Clothing,Saree,East,June,2018
2018-06-11,Nagaland,Kohima,135.0,54.0,5,Clothing,Kurti,East,June,2018
2018-06-11,Nagaland,Kohima,237.0,47.0,9,Clothing,T-shirt,East,June,2018
2018-07-11,Andhra Pradesh,Hyderabad,320.0,144.0,1,Electronics,Printers,South,July,2018
2018-07-11,Andhra Pradesh,Hyderabad,24.0,1.0,2,Clothing,Hankerchief,South,July,2018
2018-07-11,Andhra Pradesh,Hyderabad,45.0,12.0,4,Clothing,Hankerchief,South,July,2018
2018-07-11,Andhra Pradesh,Hyderabad,97.0,17.0,2,Clothing,Stole,South,July,2018
2018-07-11,Andhra Pradesh,Hyderabad,50.0,16.0,1,Clothing,Stole,South,July,2018
2018-07-11,Andhra Pradesh,Hyderabad,869.0,67.0,4,Furniture,Tables,South,July,2018
2018-07-11,Andhra Pradesh,Hyderabad,105.0,33.0,5,Clothing,Kurti,South,July,2018
2018-08-11,Gujarat,Ahmedabad,39.0,16.0,6,Clothing,Skirt,West,August,2018
2018-08-11,Gujarat,Ahmedabad,30.0,14.0,3,Clothing,Hankerchief,West,August,2018
2018-08-11,Gujarat,Ahmedabad,26.0,11.0,2,Clothing,Hankerchief,West,August,2018
2018-08-11,Gujarat,Ahmedabad,19.0,6.0,2,Clothing,Saree,West,August,2018
2018-08-11,Gujarat,Ahmedabad,579.0,139.0,3,Electronics,Printers,West,August,2018
2018-08-11,Gujarat,Ahmedabad,2093.0,721.0,5,Furniture,Chairs,West,August,2018
2018-08-11,Gujarat,Ahmedabad,95.0,11.0,4,Furniture,Furnishings,West,August,2018
2018-08-11,Gujarat,Ahmedabad,128.0,4.0,3,Clothing,Saree,West,August,2018
2018-08-11,Gujarat,Ahmedabad,199.0,48.0,4,Clothing,Stole,West,August,2018
2018-08-11,Maharashtra,Pune,149.0,48.0,6,Clothing,Stole,West,August,2018
2018-08-11,Maharashtra,Pune,436.0,131.0,9,Clothing,Hankerchief,West,August,2018
2018-08-11,Maharashtra,Pune,76.0,19.0,3,Clothing,Hankerchief,West,August,2018
2018-08-11,Maharashtra,Pune,88.0,16.0,4,Clothing,Stole,West,August,2018
2018-08-11,Maharashtra,Pune,342.0,154.0,7,Furniture,Furnishings,West,August,2018
2018-08-11,Maharashtra,Pune,40.0,16.0,3,Clothing,Hankerchief,West,August,2018
2018-08-11,Maharashtra,Pune,53.0,-2.0,3,Clothing,Saree,West,August,2018
2018-08-11,Maharashtra,Pune,381.0,144.0,2,Clothing,Saree,West,August,2018
2018-08-11,Madhya Pradesh,Bhopal,829.0,19.0,4,Electronics,Printers,Central,August,2018
2018-08-11,Madhya Pradesh,Bhopal,442.0,31.0,2,Electronics,Electronic Games,Central,August,2018
2018-08-11,Madhya Pradesh,Bhopal,90.0,17.0,3,Clothing,Hankerchief,Central,August,2018
2018-08-11,Madhya Pradesh,Bhopal,98.0,12.0,2,Clothing,Hankerchief,Central,August,2018
2018-08-11,Madhya Pradesh,Bhopal,61.0,30.0,2,Clothing,Hankerchief,Central,August,2018
2018-08-11,Madhya Pradesh,Bhopal,1027.0,441.0,8,Clothing,Saree,Central,August,2018
2018-08-11,Madhya Pradesh,Bhopal,1319.0,567.0,5,Electronics,Printers,Central,August,2018
2018-08-11,Madhya Pradesh,Bhopal,197.0,73.0,1,Furniture,Bookcases,Central,August,2018
2018-08-11,Madhya Pradesh,Bhopal,550.0,242.0,5,Furniture,Furnishings,Central,August,2018
2018-10-11,Maharashtra,Mumbai,74.0,29.0,3,Clothing,Stole,West,october,2018
2018-10-11,Maharashtra,Mumbai,10.0,2.0,2,Clothing,Skirt,West,october,2018
2018-10-11,Maharashtra,Mumbai,689.0,90.0,5,Clothing,Saree,West,october,2018
2018-10-11,Maharashtra,Mumbai,257.0,3.0,2,Clothing,Saree,West,october,2018
2018-10-11,Maharashtra,Mumbai,48.0,6.0,1,Clothing,Saree,West,october,2018
2018-10-11,Madhya Pradesh,Indore,324.0,39.0,8,Electronics,Accessories,Central,october,2018
2018-10-11,Madhya Pradesh,Indore,598.0,166.0,4,Furniture,Bookcases,Central,october,2018
2018-10-11,Madhya Pradesh,Indore,227.0,59.0,2,Furniture,Furnishings,Central,october,2018
2018-11-13,Maharashtra,Mumbai,22.0,8.0,3,Clothing,Hankerchief,West,November,2018
2018-11-13,Maharashtra,Mumbai,29.0,11.0,4,Clothing,Skirt,West,November,2018
2018-11-13,Maharashtra,Mumbai,27.0,5.0,2,Clothing,Skirt,West,November,2018
2018-11-13,Maharashtra,Mumbai,82.0,13.0,2,Clothing,Shirt,West,November,2018
2018-11-13,Maharashtra,Mumbai,294.0,109.0,7,Electronics,Accessories,West,November,2018
2018-11-13,Maharashtra,Mumbai,16.0,0.0,1,Clothing,Saree,West,November,2018
2018-11-13,Maharashtra,Mumbai,245.0,30.0,2,Clothing,Saree,West,November,2018
2018-11-13,Maharashtra,Mumbai,223.0,27.0,2,Furniture,Bookcases,West,November,2018
2018-11-13,Maharashtra,Mumbai,2457.0,665.0,11,Electronics,Electronic Games,West,November,2018
2018-11-14,Madhya Pradesh,Indore,724.0,253.0,2,Furniture,Bookcases,Central,November,2018
2018-11-15,Tamil Nadu,Chennai,112.0,24.0,3,Clothing,Kurti,South,November,2018
2018-11-15,Uttar Pradesh,Lucknow,128.0,4.0,3,Clothing,Saree,North,November,2018
2018-11-15,Uttar Pradesh,Lucknow,50.0,3.0,2,Clothing,Stole,North,November,2018
2018-11-15,Uttar Pradesh,Lucknow,62.0,6.0,5,Clothing,Hankerchief,North,November,2018
2018-11-15,Uttar Pradesh,Lucknow,44.0,14.0,3,Clothing,Hankerchief,North,November,2018
2018-11-15,Uttar Pradesh,Lucknow,56.0,18.0,2,Clothing,Hankerchief,North,November,2018
2018-11-15,Uttar Pradesh,Lucknow,216.0,-83.0,3,Electronics,Electronic Games,North,November,2018
2018-11-15,Bihar,Patna,2061.0,701.0,5,Furniture,Bookcases,East,November,2018
2018-11-15,Bihar,Patna,121.0,41.0,4,Clothing,Stole,East,November,2018
2018-11-15,Bihar,Patna,80.0,3.0,3,Clothing,Stole,East,November,2018
2018-11-15,Kerala,Thiruvananthapuram,189.0,87.0,7,Clothing,Stole,South,November,2018
2018-11-15,Maharashtra,Mumbai,100.0,6.0,4,Clothing,Stole,West,November,2018
2018-11-15,Maharashtra,Mumbai,17.0,5.0,1,Clothing,Hankerchief,West,November,2018
2018-11-15,Maharashtra,Mumbai,22.0,8.0,2,Clothing,Leggings,West,November,2018
2018-11-15,Maharashtra,Mumbai,27.0,9.0,2,Clothing,Hankerchief,West,November,2018
2018-11-15,Madhya Pradesh,Indore,85.0,-1.0,3,Clothing,Saree,Central,November,2018
2018-11-16,Himachal Pradesh,Simla,51.0,14.0,2,Clothing,Stole,North,November,2018
2018-11-17,Sikkim,Gangtok,31.0,14.0,3,Clothing,Stole,East,November,2018
2018-11-17,Sikkim,Gangtok,240.0,12.0,6,Clothing,Kurti,East,November,2018
2018-11-17,Sikkim,Gangtok,163.0,26.0,4,Clothing,Shirt,East,November,2018
2018-11-18,Goa,Goa,170.0,73.0,2,Electronics,Accessories,West,November,2018
2018-11-18,Goa,Goa,62.0,-1.0,1,Electronics,Phones,West,November,2018
2018-11-18,Goa,Goa,1118.0,206.0,2,Furniture,Tables,West,November,2018
2018-11-19,Nagaland,Kohima,86.0,9.0,3,Clothing,Saree,East,November,2018
2018-11-20,Andhra Pradesh,Hyderabad,10.0,4.0,1,Clothing,Kurti,South,November,2018
2018-11-20,Andhra Pradesh,Hyderabad,845.0,84.0,7,Clothing,Saree,South,November,2018
2018-11-20,Andhra Pradesh,Hyderabad,57.0,7.0,3,Furniture,Furnishings,South,November,2018
2018-11-20,Andhra Pradesh,Hyderabad,473.0,113.0,9,Clothing,Hankerchief,South,November,2018
2018-11-21,Gujarat,Surat,118.0,25.0,4,Clothing,Hankerchief,West,November,2018
2018-11-22,Maharashtra,Mumbai,57.0,27.0,2,Clothing,Shirt,West,November,2018
2018-11-23,Madhya Pradesh,Indore,66.0,12.0,3,Clothing,Stole,Central,November,2018
2018-11-23,Madhya Pradesh,Indore,367.0,73.0,3,Electronics,Electronic Games,Central,November,2018
2018-11-23,Madhya Pradesh,Indore,7.0,1.0,1,Clothing,Hankerchief,Central,November,2018
2018-11-23,Madhya Pradesh,Indore,1275.0,357.0,2,Electronics,Phones,Central,November,2018
2018-11-23,Madhya Pradesh,Indore,42.0,12.0,2,Clothing,Kurti,Central,November,2018
2018-11-24,Rajasthan,Udaipur,124.0,54.0,5,Clothing,T-shirt,West,November,2018
2018-11-24,Uttar Pradesh,Allahabad,248.0,8.0,2,Clothing,Saree,North,November,2018
2018-11-24,Punjab,Amritsar,282.0,14.0,4,Clothing,Trousers,North,November,2018
2018-11-24,Gujarat,Surat,1137.0,568.0,2,Clothing,Trousers,West,November,2018
2018-11-24,Gujarat,Surat,269.0,33.0,5,Furniture,Chairs,West,November,2018
2018-11-24,Gujarat,Surat,24.0,8.0,2,Clothing,Skirt,West,November,2018
2018-11-24,Maharashtra,Mumbai,165.0,46.0,3,Furniture,Furnishings,West,November,2018
2018-11-24,Maharashtra,Mumbai,46.0,0.0,4,Clothing,Leggings,West,November,2018
2018-11-24,Maharashtra,Mumbai,84.0,41.0,3,Clothing,T-shirt,West,November,2018
2018-11-24,Maharashtra,Mumbai,140.0,15.0,5,Clothing,Stole,West,November,2018
2018-11-24,Maharashtra,Mumbai,741.0,267.0,5,Furniture,Bookcases,West,November,2018
2018-11-24,Maharashtra,Mumbai,719.0,303.0,6,Furniture,Chairs,West,November,2018
2018-11-24,Madhya Pradesh,Indore,57.0,28.0,2,Clothing,Kurti,Central,November,2018
2018-11-24,Rajasthan,Udaipur,108.0,37.0,2,Clothing,Stole,West,November,2018
2018-11-25,Uttar Pradesh,Allahabad,37.0,3.0,3,Clothing,Hankerchief,North,November,2018
2018-11-25,Uttar Pradesh,Allahabad,26.0,9.0,2,Clothing,Leggings,North,November,2018
2018-11-25,Uttar Pradesh,Allahabad,1351.0,111.0,6,Electronics,Electronic Games,North,November,2018
2018-11-25,Uttar Pradesh,Allahabad,2244.0,247.0,4,Clothing,Trousers,North,November,2018
2018-11-25,Uttar Pradesh,Allahabad,36.0,7.0,3,Clothing,Leggings,North,November,2018
2018-11-25,Uttar Pradesh,Allahabad,2115.0,23.0,5,Furniture,Chairs,North,November,2018
2018-11-26,Punjab,Amritsar,121.0,19.0,4,Clothing,Stole,North,November,2018
2018-11-27,Gujarat,Surat,146.0,42.0,5,Clothing,Hankerchief,West,November,2018
2018-11-27,Gujarat,Surat,105.0,26.0,8,Clothing,Leggings,West,November,2018
2018-11-27,Gujarat,Surat,127.0,29.0,3,Furniture,Furnishings,West,November,2018
2018-11-27,Gujarat,Surat,16.0,-15.0,4,Clothing,Hankerchief,West,November,2018
2018-11-27,Gujarat,Surat,10.0,-2.0,2,Clothing,Leggings,West,November,2018
2018-11-28,Maharashtra,Mumbai,24.0,2.0,4,Clothing,Hankerchief,West,November,2018
2018-11-28,Madhya Pradesh,Indore,94.0,27.0,2,Clothing,Shirt,Central,November,2018
2018-11-28,Madhya Pradesh,Indore,394.0,146.0,2,Furniture,Bookcases,Central,November,2018
2018-11-28,Madhya Pradesh,Indore,734.0,248.0,2,Furniture,Chairs,Central,November,2018
2018-11-28,Madhya Pradesh,Indore,349.0,0.0,7,Clothing,Stole,Central,November,2018
2018-11-28,Rajasthan,Udaipur,89.0,17.0,2,Clothing,Stole,West,November,2018
2018-11-28,Rajasthan,Udaipur,502.0,84.0,4,Electronics,Phones,West,November,2018
2018-11-28,Rajasthan,Udaipur,63.0,1.0,4,Clothing,T-shirt,West,November,2018
2018-11-28,Rajasthan,Udaipur,107.0,37.0,3,Clothing,Shirt,West,November,2018
2018-01-12,Uttar Pradesh,Allahabad,83.0,6.0,6,Clothing,Shirt,North,January,2018
2018-01-12,Uttar Pradesh,Allahabad,2125.0,234.0,6,Electronics,Printers,North,January,2018
2018-02-12,Punjab,Amritsar,18.0,2.0,3,Clothing,Hankerchief,North,February,2018
2018-02-12,Punjab,Amritsar,223.0,4.0,3,Electronics,Phones,North,February,2018
2018-02-12,Punjab,Amritsar,646.0,213.0,3,Electronics,Electronic Games,North,February,2018
2018-03-12,Gujarat,Surat,31.0,10.0,1,Clothing,Kurti,West,March,2018
2018-03-12,Gujarat,Surat,119.0,43.0,7,Clothing,Kurti,West,March,2018
2018-03-12,Gujarat,Surat,114.0,11.0,4,Clothing,T-shirt,West,March,2018
2018-04-12,Maharashtra,Mumbai,465.0,207.0,9,Clothing,Saree,West,April,2018
2018-04-12,Madhya Pradesh,Indore,25.0,2.0,2,Clothing,Hankerchief,Central,April,2018
2018-04-12,Madhya Pradesh,Indore,97.0,36.0,7,Clothing,Hankerchief,Central,April,2018
2018-04-12,Madhya Pradesh,Indore,121.0,41.0,4,Clothing,Stole,Central,April,2018
2018-04-12,Rajasthan,Udaipur,139.0,30.0,3,Clothing,Shirt,West,April,2018
2018-04-12,Uttar Pradesh,Allahabad,355.0,114.0,7,Clothing,Stole,North,April,2018
2018-04-12,Uttar Pradesh,Allahabad,61.0,11.0,3,Clothing,Kurti,North,April,2018
2018-04-12,Uttar Pradesh,Allahabad,149.0,15.0,3,Clothing,Saree,North,April,2018
